BEASTtype	session	playerNr	uniquePlayerNr	period	animalName	actualNAnimals	firstEstimate	observedEstimate	secondEstimate	actualAngle	firstAngle	observedAngle	secondAngle	infoChoice	choice	payoff	A	B	previousChoice	previousPayoff	age	female	IOS	conf1	conf2	conf3	conf4	conf5	conf6	conf7	conf8	conf9	conf10	conf11	indiv1	coll1	coll2	indiv2	indiv3	coll3	coll4	indiv4	orderofTasks
2	2	43	2043	3						326	319	340	326																														1
2	2	43	2043	4						229	233	218	232.6																														1
2	2	43	2043	5						199	205	180	200																														1
2	2	43	2043	6	ant	93	120	95	105																																		1
2	2	43	2043	7	bee	78	85	68	80																																		1
2	2	43	2043	8	flamingo	59	50	60	55																																		1
2	2	43	2043	9	crane	74	75	60	70																																		1
2	2	43	2043	10	cricket	69	70	56	65																																		1
2	2	43	2043	11											1	22	22	36	NA	NA																							1
2	2	43	2043	12										2	2	7	45	7	1	22																							1
2	2	43	2043	13										2	1	26	26	33	2	7																							1
2	2	43	2043	14										2	1	22	22	42	1	26																							1
2	2	43	2043	15										2	1	40	40	13	1	22																							1
2	2	43	2043	16										1	1	39	39	28	1	40																							1
2	2	43	2043	17										2	1	20	20	40	1	39																							1
2	2	43	2043	18										2	1	27	27	48	1	20																							1
2	2	43	2043	19										1	2	15	27	15	1	27																							1
2	2	43	2043	20										2	1	28	28	18	2	15																							1
2	2	43	2043	21										2	1	16	16	52	1	28																							1
2	2	43	2043	22										2	2	30	30	30	1	16																							1
2	2	43	2043	23										2	2	32	29	32	2	30																							1
2	2	43	2043	24										2	2	36	32	36	2	32																							1
2	2	43	2043	25										2	2	38	24	38	2	36	24	0	5	8	7	8	7	9	6	3	6	3	8	3	3	7	7	3	3	9	9	4	1
2	2	44	2044	1						127	142	122	133																														2
2	2	44	2044	2						67	26	41	31.9																														2
2	2	44	2044	3						326	267	285	272.1																														2
2	2	44	2044	4						229	231	216	223																														2
2	2	44	2044	5						199	235	210	229																														2
2	2	44	2044	6											2	43	11	43	NA	NA																							2
2	2	44	2044	7										2	2	30	33	30	2	43																							2
2	2	44	2044	8										2	2	51	54	51	2	30																							2
2	2	44	2044	9										1	2	28	41	28	2	51																							2
2	2	44	2044	10										2	2	44	26	44	2	28																							2
2	2	44	2044	11										2	1	40	40	19	2	44																							2
2	2	44	2044	12										2	1	12	12	45	1	40																							2
2	2	44	2044	13										2	2	18	19	18	1	12																							2
2	2	44	2044	14										2	2	5	41	5	2	18																							2
2	2	44	2044	15										2	1	25	25	49	2	5																							2
2	2	44	2044	16										2	1	56	56	32	1	25																							2
2	2	44	2044	17										2	1	38	38	22	1	56																							2
2	2	44	2044	18										2	1	30	30	41	1	38																							2
2	2	44	2044	19										2	1	34	34	19	1	30																							2
2	2	44	2044	20										2	1	25	25	56	1	34																							2
2	2	44	2044	21	ant	93	52	62	53																																		2
2	2	44	2044	22	bee	78	61	74	64																																		2
2	2	44	2044	23	flamingo	59	65	52	59																																		2
2	2	44	2044	24	crane	74	60	72	62																																		2
2	2	44	2044	25	cricket	69	59	70	63												34	0	3	7	7	6	2	5	5	7	6	7	2	7	8	8	8	9	9	6	7	9	2
2	2	45	2045	1	ant	93	96	76	88																																		3
2	2	45	2045	2	bee	78	71	85	78																																		3
2	2	45	2045	3	flamingo	59	55	66	59																																		3
2	2	45	2045	4	crane	74	75	60	72																																		3
2	2	45	2045	5	cricket	69	52	62	54																																		3
2	2	45	2045	6											2	29	52	29	NA	NA																							3
2	2	45	2045	7										2	1	47	47	41	2	29																							3
2	2	45	2045	8										2	1	26	26	44	1	47																							3
2	2	45	2045	9										2	2	48	26	48	1	26																							3
2	2	45	2045	10										2	1	14	14	54	2	48																							3
2	2	45	2045	11										2	2	48	25	48	1	14																							3
2	2	45	2045	12										2	2	3	42	3	2	48																							3
2	2	45	2045	13										2	1	23	23	40	2	3																							3
2	2	45	2045	14										2	2	28	14	28	1	23																							3
2	2	45	2045	15										2	1	36	36	49	2	28																							3
2	2	45	2045	16										1	2	34	19	34	1	36																							3
2	2	45	2045	17										1	2	13	29	13	2	34																							3
2	2	45	2045	18										1	2	18	7	18	2	13																							3
2	2	45	2045	19										1	2	40	38	40	2	18																							3
2	2	45	2045	20										1	2	26	38	26	2	40																							3
2	2	45	2045	21						127	103	127	110.2																														3
2	2	45	2045	22						67	42	62	45.1																														3
2	2	45	2045	23						326	335	315	333																														3
2	2	45	2045	24						229	231	216	229.6																														3
2	2	45	2045	25						199	195	220	195								46	1	2	7	6	4	2	5	5	6	4	6	5	6	6	5	6	6	7	4	5	6	3
2	2	46	2046	1	ant	93	110	89	105																																		4
2	2	46	2046	2	bee	78	110	88	110																																		4
2	2	46	2046	3	flamingo	59	85	68	80																																		4
2	2	46	2046	4	crane	74	88	70	88																																		4
2	2	46	2046	5	cricket	69	55	66	56																																		4
2	2	46	2046	6						127	141	122	132.1																														4
2	2	46	2046	7						67	55	68	55.1																														4
2	2	46	2046	8						326	313	335	312.6																														4
2	2	46	2046	9						229	235	221	234.8																														4
2	2	46	2046	10						199	203	180	196																														4
2	2	46	2046	11											1	24	24	40	NA	NA																							4
2	2	46	2046	12										1	1	21	21	28	1	24																							4
2	2	46	2046	13										1	2	9	36	9	1	21																							4
2	2	46	2046	14										1	2	35	33	35	2	9																							4
2	2	46	2046	15										1	2	43	12	43	2	35																							4
2	2	46	2046	16										1	1	36	36	45	2	43																							4
2	2	46	2046	17										1	2	53	35	53	1	36																							4
2	2	46	2046	18										1	2	63	46	63	2	53																							4
2	2	46	2046	19										1	2	46	16	46	2	63																							4
2	2	46	2046	20										1	2	43	37	43	2	46																							4
2	2	46	2046	21										1	2	28	30	28	2	43																							4
2	2	46	2046	22										1	2	38	32	38	2	28																							4
2	2	46	2046	23										1	2	38	40	38	2	38																							4
2	2	46	2046	24										1	2	43	24	43	2	38																							4
2	2	46	2046	25										1	2	17	21	17	2	43	30	0	4	5	7	2	1	2	2	9	2	9	3	8	9	8	9	9	9	6	7	9	4
2	2	47	2047	1											2	37	17	37	NA	NA																							5
2	2	47	2047	2										2	2	33	29	33	2	37																							5
2	2	47	2047	3										2	2	23	40	23	2	33																							5
2	2	47	2047	4										2	1	43	43	31	2	23																							5
2	2	47	2047	5										2	1	34	34	24	1	43																							5
2	2	47	2047	6										2	2	39	28	39	1	34																							5
2	2	47	2047	7										2	2	63	32	63	2	39																							5
2	2	47	2047	8										2	1	32	32	36	2	63																							5
2	2	47	2047	9										2	2	47	25	47	1	32																							5
2	2	47	2047	10										2	2	54	19	54	2	47																							5
2	2	47	2047	11										1	2	30	24	30	2	54																							5
2	2	47	2047	12										2	2	40	33	40	2	30																							5
2	2	47	2047	13										2	1	12	12	34	2	40																							5
2	2	47	2047	14										2	2	46	38	46	1	12																							5
2	2	47	2047	15										2	2	69	41	69	2	46																							5
2	2	47	2047	16	ant	93	75	90	80																																		5
2	2	47	2047	17	bee	78	59	70	60																																		5
2	2	47	2047	18	flamingo	59	60	48	59																																		5
2	2	47	2047	19	crane	74	71	83	72																																		5
2	2	47	2047	20	cricket	69	61	73	62																																		5
2	2	47	2047	21						127	145	122	138																														5
2	2	47	2047	22						67	73	62	70.7																														5
2	2	47	2047	23						326	345	323	337.4																														5
2	2	47	2047	24						229	232	216	227.4																														5
2	2	47	2047	25						199	206	180	202								40	1	1	7	4	7	2	4	8	7	6	6	8	6	9	5	5	8	8	8	9	8	5
2	2	48	2048	1											2	34	59	34	NA	NA																							6
2	2	48	2048	2										1	1	29	29	29	2	34																							6
2	2	48	2048	3										2	2	53	45	53	1	29																							6
2	2	48	2048	4										2	2	47	36	47	2	53																							6
2	2	48	2048	5										2	2	23	9	23	2	47																							6
2	2	48	2048	6										1	1	11	11	42	2	23																							6
2	2	48	2048	7										2	2	40	29	40	1	11																							6
2	2	48	2048	8										2	2	47	40	47	2	40																							6
2	2	48	2048	9										1	2	28	29	28	2	47																							6
2	2	48	2048	10										2	1	7	7	58	2	28																							6
2	2	48	2048	11										2	2	25	45	25	1	7																							6
2	2	48	2048	12										2	2	42	23	42	2	25																							6
2	2	48	2048	13										1	2	29	34	29	2	42																							6
2	2	48	2048	14										2	2	35	34	35	2	29																							6
2	2	48	2048	15										1	2	30	32	30	2	35																							6
2	2	48	2048	16						127	116	140	122.7																														6
2	2	48	2048	17						67	49	62	53.1																														6
2	2	48	2048	18						326	314	335	321.2																														6
2	2	48	2048	19						229	235	221	228.7																														6
2	2	48	2048	20						199	203	180	199																														6
2	2	48	2048	21	ant	93	38	46	41																																		6
2	2	48	2048	22	bee	78	40	49	43																																		6
2	2	48	2048	23	flamingo	59	39	48	46																																		6
2	2	48	2048	24	crane	74	50	60	54																																		6
2	2	48	2048	25	cricket	69	39	47	42												24	0	2	4	2	5	2	3	1	7	1	7	3	8	7	5	6	8	8	5	7	9	6
2	2	49	2049	1						127	147	122	147																														1
2	2	49	2049	2						67	248	235	242.8																														1
2	2	49	2049	3						326	203	223	212.2																														1
2	2	49	2049	4						229	226	238	226.3																														1
2	2	49	2049	5						199	215	191	207																														1
2	2	49	2049	6	ant	93	55	67	60																																		1
2	2	49	2049	7	bee	78	50	60	55																																		1
2	2	49	2049	8	flamingo	59	70	56	52																																		1
2	2	49	2049	9	crane	74	85	68	75																																		1
2	2	49	2049	10	cricket	69	70	56	65																																		1
2	2	49	2049	11											2	62	31	62	NA	NA																							1
2	2	49	2049	12										2	2	24	48	24	2	62																							1
2	2	49	2049	13										2	2	41	32	41	2	24																							1
2	2	49	2049	14										2	1	45	45	21	2	41																							1
2	2	49	2049	15										2	2	47	16	47	1	45																							1
2	2	49	2049	16										2	1	28	28	51	2	47																							1
2	2	49	2049	17										2	2	52	13	52	1	28																							1
2	2	49	2049	18										2	2	26	19	26	2	52																							1
2	2	49	2049	19										2	2	23	24	23	2	26																							1
2	2	49	2049	20										2	1	47	47	27	2	23																							1
2	2	49	2049	21										2	1	25	25	50	1	47																							1
2	2	49	2049	22										2	2	26	22	26	1	25																							1
2	2	49	2049	23										2	2	44	35	44	2	26																							1
2	2	49	2049	24										2	2	38	52	38	2	44																							1
2	2	49	2049	25										2	2	44	29	44	2	38	32	1	4	4	1	7	6	4	6	7	6	4	4	8	9	9	9	8	8	5	9	8	1
2	2	50	2050	1						127	148	122	131.9																														2
2	2	50	2050	2						67	100	80	119.5																														2
2	2	50	2050	3						326	312	335	321.2																														2
2	2	50	2050	4						229	227	238	209.9																														2
